grad,opstina,kvart,kvadratura,broj_soba,spratnost,stanje,grejanje,cena,lift,podrum,terasa
Novi Sad,Gradske lokacije,Bulevar Evrope,123.0,4 sobe,5/6 spratova,,Centralno grejanje,324450.0,,,
Novi Sad,Gradske lokacije,Adamovićevo Naselje,35.0,1.5 soba,2/3 sprata,,Grejanje na gas,95490.0,,,Da
Novi Sad,Gradske lokacije,Detelinara,47.0,2 sobe,2/4 sprata,,Centralno grejanje,97850.0,,,
Novi Sad,Gradske lokacije,Liman,71.0,3 sobe,5/6 spratova,,Centralno grejanje,164800.0,,,
Novi Sad,Gradske lokacije,Detelinara,36.0,1.5 soba,Visoko prizemlje/4 sprata,,Grejanje na gas,89000.0,,,
Novi Sad,Gradske lokacije,Liman,79.0,3 sobe,2/7 spratova,,Centralno grejanje,169950.0,,,
Novi Sad,Gradske lokacije,Detelinara,68.0,3 sobe,5/5 spratova,,Centralno grejanje,143000.0,Da,,
Novi Sad,Gradske lokacije,Detelinara,49.0,2 sobe,2/5 spratova,,Centralno grejanje,118450.0,,,Da
Novi Sad,Gradske lokacije,Novo Naselje,22.0,Garsonjera,3/3 sprata,,Centralno grejanje,47400.0,,,
Novi Sad,Gradske lokacije,Stari Grad,11.0,Garsonjera,Prizemlje/2 sprata,,,36000.0,,,
Novi Sad,Gradske lokacije,Stari Grad,86.0,3.5 soba,7/7 spratova,,Centralno grejanje,177000.0,Da,,Da
Novi Sad,Gradske lokacije,Stari Grad,68.0,3 sobe,1/3 sprata,,,185400.0,,,Da
Novi Sad,Gradske lokacije,Petrovaradin,41.0,1.5 soba,2. sprat,,Grejanje na gas,89500.0,Da,,Da
Novi Sad,Gradske lokacije,Adice,43.0,1.5 soba,2/2 sprata,,,86500.0,,,Da
Novi Sad,Gradske lokacije,Salajka,63.0,3 sobe,4/5 spratova,,,116800.0,Da,,
Novi Sad,Gradske lokacije,Telep,35.0,1.5 soba,2/4 sprata,,Grejanje na gas,105000.0,Da,,Da
Novi Sad,Gradske lokacije,Bulevar Oslobođenja,96.0,3.5 soba,4/10 spratova,Renovirano,Centralno grejanje,225000.0,Ne,,
Novi Sad,Gradske lokacije,Bulevar Evrope,31.0,Garsonjera,3/5 spratova,,Centralno grejanje,85000.0,Da,,
Novi Sad,Gradske lokacije,Novo Naselje,38.0,2 sobe,5/5 spratova,,Centralno grejanje,50150.0,,,
Novi Sad,Gradske lokacije,Detelinara,27.0,Garsonjera,2/5 spratova,,Centralno grejanje,66900.0,,,
Novi Sad,Gradske lokacije,Novo Naselje,112.0,3.5 soba,Prizemlje/1 sprat,Renovirano,Grejanje na gas,152000.0,,,Da
Novi Sad,Gradske lokacije,Telep,55.0,3 sobe,2/4 sprata,,Grejanje na gas,165000.0,,,Da
Novi Sad,Gradske lokacije,Telep,118.0,4 sobe,2/2 sprata,,Podno grejanje,215000.0,,,
Novi Sad,Gradske lokacije,Liman,79.0,3 sobe,2/6 spratova,,Centralno grejanje,184000.0,Da,,Da
Novi Sad,Gradske lokacije,Grbavica,60.0,3 sobe,2/6 spratova,,,154500.0,Da,,Da
Novi Sad,Gradske lokacije,Adice,59.0,3 sobe,2/2 sprata,,,97250.0,,,Da
Novi Sad,Gradske lokacije,Adamovićevo Naselje,47.0,2 sobe,1/6 spratova,,,103000.0,Da,,Da
Novi Sad,Gradske lokacije,Stari Grad,41.0,1.5 soba,Prizemlje/5 spratova,,,100000.0,Da,,Da
Novi Sad,Gradske lokacije,Podbara,58.0,2.5 soba,3/5 spratova,,,135000.0,Da,,Da
Novi Sad,Gradske lokacije,Novo Naselje,71.0,2.5 soba,8/9 spratova,,,133900.0,Da,,Da
Novi Sad,Gradske lokacije,Salajka,38.0,2 sobe,Prizemlje,,,61800.0,,,Da
Novi Sad,Gradske lokacije,Novo Naselje,59.0,2.5 soba,2/4 sprata,,,123600.0,,,Da
Novi Sad,Gradske lokacije,Novo Naselje,52.0,2 sobe,3/4 sprata,,,105000.0,,,Da
Novi Sad,Gradske lokacije,Sajmište,59.0,2 sobe,1/7 spratova,,,109000.0,Da,,Da
Novi Sad,Gradske lokacije,Adice,47.0,1.5 soba,1/1 sprat,,,55000.0,,,Da
Novi Sad,Gradske lokacije,Telep,108.0,3.5 soba,1/5 spratova,,Centralno grejanje,286500.0,,,
Novi Sad,Gradske lokacije,Stari Grad,83.0,3.5 soba,2. sprat,,Centralno grejanje,180000.0,,,
Novi Sad,Gradske lokacije,Rotkvarija,31.0,1.5 soba,4/5 spratova,,Centralno grejanje,97850.0,,,
Novi Sad,Gradske lokacije,Podbara,89.0,4 sobe,1/6 spratova,,Centralno grejanje,220000.0,Da,,Da
Novi Sad,Gradske lokacije,Sajmište,46.0,2 sobe,2/4 sprata,,Centralno grejanje,116600.0,,,
Novi Sad,Gradske lokacije,Sajmište,75.0,3 sobe,2/6 spratova,,,200850.0,Da,,Da
Novi Sad,Gradske lokacije,Adamovićevo Naselje,94.0,4 sobe,5/5 spratova,,Grejanje na gas,123600.0,,,Da
Novi Sad,Gradske lokacije,Telep,32.0,1 soba,Prizemlje/4 sprata,,Grejanje na gas,82400.0,,,
Novi Sad,Gradske lokacije,Telep,83.0,3.5 soba,1/2 sprata,,Grejanje na gas,164800.0,,,Da
Novi Sad,Gradske lokacije,Telep,42.0,1.5 soba,1/1 sprat,,,56650.0,,,Da
Novi Sad,Gradske lokacije,Telep,50.0,2 sobe,4/4 sprata,,,92800.0,Da,,Da
Novi Sad,Gradske lokacije,Telep,44.0,2 sobe,Prizemlje/3 sprata,,Grejanje na gas,108150.0,,,
Novi Sad,Gradske lokacije,Sajmište,51.0,2 sobe,4/6 spratova,Renovirano,Centralno grejanje,115360.0,,,Da
Novi Sad,Gradske lokacije,Novo Naselje,43.0,1.5 soba,1/4 sprata,,,98880.0,,,Da
Novi Sad,Gradske lokacije,Adice,23.0,Garsonjera,Prizemlje/3 sprata,,,41720.0,,,
Novi Sad,Gradske lokacije,Detelinara,20.0,Garsonjera,4/5 spratova,,Centralno grejanje,62000.0,,,
Novi Sad,Gradske lokacije,Telep,103.0,3 sobe,4/4 sprata,,Grejanje na gas,245300.0,Da,,Da
Novi Sad,Gradske lokacije,Telep,128.0,3.5 soba,4/4 sprata,,Grejanje na gas,303600.0,Da,,Da
Novi Sad,Gradske lokacije,Rotkvarija,41.0,1 soba,Visoko prizemlje/5 spratova,,Centralno grejanje,88150.0,,,Da
Novi Sad,Gradske lokacije,Detelinara,50.0,2.5 soba,1/5 spratova,,Centralno grejanje,121250.0,Da,,Da
Novi Sad,Gradske lokacije,Bulevar Evrope,36.0,2 sobe,Visoko prizemlje/3 sprata,,Grejanje na gas,92730.0,,,
Novi Sad,Gradske lokacije,Salajka,27.0,1.5 soba,3/3 sprata,,Podno grejanje,66950.0,,,
Novi Sad,Gradske lokacije,Detelinara,50.0,2 sobe,6/6 spratova,Renovirano,Centralno grejanje,97850.0,Da,,
Novi Sad,Gradske lokacije,Salajka,27.0,Garsonjera,3/4 sprata,,Grejanje na gas,87550.0,Da,,Da
Novi Sad,Gradske lokacije,Novo Naselje,59.0,2.5 soba,4/5 spratova,,Centralno grejanje,130810.0,Da,,Da
Novi Sad,Gradske lokacije,Telep,66.0,3 sobe,2/4 sprata,,Centralno grejanje,149560.0,Da,,
Novi Sad,Gradske lokacije,Telep,56.0,2 sobe,4/4 sprata,,Grejanje na gas,195100.0,,,Da
Novi Sad,Gradske lokacije,Novo Naselje,102.0,4 sobe,1/2 sprata,,Podno grejanje,270000.0,,,Da
Novi Sad,Gradske lokacije,Detelinara,63.0,3 sobe,1/4 sprata,,Centralno grejanje,162640.0,Da,,Da
Novi Sad,Gradske lokacije,Veternik,46.0,2 sobe,2/2 sprata,,Podno grejanje,106600.0,,,Da
Novi Sad,Gradske lokacije,Telep,82.0,3 sobe,4/4 sprata,,Grejanje na gas,195100.0,,,Da
Novi Sad,Gradske lokacije,Telep,58.0,3 sobe,3/4 sprata,,Grejanje na gas,141500.0,Da,,Da
Novi Sad,Gradske lokacije,Grbavica,63.0,3 sobe,2/3 sprata,Renovirano,Grejanje na gas,126000.0,,,Da
Novi Sad,Gradske lokacije,Banatić,86.0,3.5 soba,4/4 sprata,,Centralno grejanje,139050.0,,,Da
Novi Sad,Gradske lokacije,Bulevar Oslobođenja,41.0,1.5 soba,6. sprat,,Centralno grejanje,105900.0,Da,,Da
Novi Sad,Gradske lokacije,Rotkvarija,42.0,1.5 soba,2. sprat,,Centralno grejanje,115000.0,,,Da
Novi Sad,Gradske lokacije,Banatić,68.0,3 sobe,7/8 spratova,,Centralno grejanje,125000.0,Da,,Da
Novi Sad,Gradske lokacije,Banatić,56.0,3 sobe,1/3 sprata,,Centralno grejanje,130000.0,Da,,Da
Novi Sad,Gradske lokacije,Adamovićevo Naselje,48.0,1.5 soba,7/8 spratova,,Centralno grejanje,103000.0,Da,,Da
Novi Sad,Gradske lokacije,Petrovaradin,42.0,1.5 soba,1/4 sprata,,,92950.0,Da,,Da
Novi Sad,Gradske lokacije,Petrovaradin,62.0,2.5 soba,1/4 sprata,,,132740.0,Da,,Da
Novi Sad,Gradske lokacije,Petrovaradin,45.0,1.5 soba,1/4 sprata,,,99200.0,Da,,Da
Novi Sad,Gradske lokacije,Petrovaradin,41.0,1.5 soba,2/4 sprata,,,90560.0,Da,,Da
Novi Sad,Gradske lokacije,Petrovaradin,48.0,1.5 soba,2/4 sprata,,,104830.0,Da,,Da
Novi Sad,Gradske lokacije,Petrovaradin,62.0,2.5 soba,2/4 sprata,,,145650.0,Da,,Da
Novi Sad,Gradske lokacije,Petrovaradin,84.0,3.5 soba,2/4 sprata,,,184980.0,Da,,Da
Novi Sad,Gradske lokacije,Petrovaradin,45.0,1.5 soba,3/4 sprata,,,99200.0,Da,,Da
Novi Sad,Gradske lokacije,Petrovaradin,62.0,2.5 soba,3/4 sprata,,,132740.0,Da,,Da
Novi Sad,Gradske lokacije,Petrovaradin,38.0,1.5 soba,Visoko prizemlje/4 sprata,,,84260.0,Da,,Da
Novi Sad,Gradske lokacije,Telep,65.0,3 sobe,4/4 sprata,,Grejanje na gas,154655.0,,,Da
Novi Sad,Gradske lokacije,Detelinara,92.0,3.5 soba,4/4 sprata,,Centralno grejanje,137920.0,,,
Novi Sad,Gradske lokacije,Detelinara,57.0,2.5 soba,3/5 spratova,,Centralno grejanje,154500.0,,,
Novi Sad,Gradske lokacije,Petrovaradin,92.0,4 sobe,1/2 sprata,,Grejanje na gas,151410.0,,,
Novi Sad,Gradske lokacije,Salajka,53.0,2.5 soba,Prizemlje/4 sprata,,Grejanje na gas,161170.0,Da,,
Novi Sad,Gradske lokacije,Grbavica,52.0,2.5 soba,1/5 spratova,,Centralno grejanje,128750.0,Da,,Da
Novi Sad,Gradske lokacije,Novo Naselje,85.0,4 sobe,3/4 sprata,,Centralno grejanje,169949.0,,,
Novi Sad,Gradske lokacije,Liman,72.0,3.5 soba,2/5 spratova,,Centralno grejanje,180250.0,,,Da
Novi Sad,Gradske lokacije,Podbara,61.0,3 sobe,3/6 spratova,,,175000.0,Da,,Da
Novi Sad,Gradske lokacije,Telep,132.0,3.5 soba,4/4 sprata,,Grejanje na gas,314067.0,,,Da
Novi Sad,Gradske lokacije,Avijatičarsko Naselje,94.0,4 sobe,5/5 spratova,,Centralno grejanje,168080.0,,,Da
Novi Sad,Gradske lokacije,Detelinara,46.0,2 sobe,2/5 spratova,,,108150.0,,,Da
Novi Sad,Gradske lokacije,Telep,32.0,1.5 soba,Visoko prizemlje,,Etažno grejanje,79100.0,Da,,
Novi Sad,Gradske lokacije,Banatić,55.0,2 sobe,6/11 spratova,,Centralno grejanje,116700.0,,,Da
Novi Sad,Gradske lokacije,Stari Grad,74.0,3 sobe,2/5 spratova,,Centralno grejanje,229000.0,,,Da
Novi Sad,Gradske lokacije,Bulevar Oslobođenja,38.0,Garsonjera,3/6 spratova,,Centralno grejanje,103000.0,Da,,
Novi Sad,Gradske lokacije,Telep,48.0,2 sobe,Prizemlje/1 sprat,,Grejanje na gas,87000.0,,,
Novi Sad,Gradske lokacije,Novo Naselje,48.0,2 sobe,Prizemlje/3 sprata,,Centralno grejanje,74270.0,,,Da
Novi Sad,Gradske lokacije,Telep,22.0,Garsonjera,3/3 sprata,,Grejanje na gas,57000.0,,,
Novi Sad,Gradske lokacije,Novo Naselje,55.0,2 sobe,4/4 sprata,,Centralno grejanje,89600.0,Da,,Da
Novi Sad,Gradske lokacije,Detelinara,86.0,4 sobe,5/5 spratova,,Centralno grejanje,164700.0,Da,,Da
Novi Sad,Gradske lokacije,Klisa,41.0,1.5 soba,2/3 sprata,,Centralno grejanje,68000.0,,,
Novi Sad,Gradske lokacije,Telep,54.0,2.5 soba,2/4 sprata,,Grejanje na gas,127200.0,,,
Novi Sad,Gradske lokacije,Telep,77.0,3 sobe,2/4 sprata,,Grejanje na gas,183500.0,,,Da
Novi Sad,Gradske lokacije,Klisa,93.0,3.5 soba,Prizemlje/3 sprata,,,153200.0,,,Da
Novi Sad,Gradske lokacije,Stari Grad,53.0,2 sobe,Prizemlje,,,103000.0,,,Da
Novi Sad,Gradske lokacije,Sajmište,43.0,1.5 soba,3/3 sprata,,,95000.0,Da,,
Novi Sad,Gradske lokacije,Grbavica,107.0,5.5 soba,5/5 spratova,,Centralno grejanje,242000.0,Da,,Da
Novi Sad,Gradske lokacije,Stari Grad,43.0,2 sobe,Prizemlje,,Centralno grejanje,66950.0,,,Da
Novi Sad,Gradske lokacije,Bulevar Evrope,123.0,4 sobe,5/6 spratova,,Centralno grejanje,324450.0,Da,,Da
Novi Sad,Gradske lokacije,Grbavica,89.0,3 sobe,4/6 spratova,,,206000.0,Da,,Da
Novi Sad,Gradske lokacije,Detelinara,45.0,2 sobe,4. sprat,,Centralno grejanje,106090.0,,,Da
Novi Sad,Gradske lokacije,Detelinara,53.0,2 sobe,Visoko prizemlje/5 spratova,,,103000.0,Da,,
Novi Sad,Gradske lokacije,Stari Grad,76.0,3 sobe,3/4 sprata,,,170000.0,,,Da
Novi Sad,Gradske lokacije,Bulevar Oslobođenja,48.0,3 sobe,6/6 spratova,,,97850.0,Da,,
Novi Sad,Gradske lokacije,Novo Naselje,23.0,Garsonjera,3/6 spratova,,Centralno grejanje,62830.0,,,Da
Novi Sad,Gradske lokacije,Detelinara,45.0,2 sobe,4/6 spratova,,,113300.0,Da,,Da
Novi Sad,Gradske lokacije,Stari Grad,104.0,4 sobe,3/4 sprata,,,195000.0,Da,,Da
Novi Sad,Gradske lokacije,Detelinara,106.0,4 sobe,5/5 spratova,,Centralno grejanje,156000.0,,,Da
Novi Sad,Gradske lokacije,Rotkvarija,26.0,1.5 soba,5/5 spratova,,Centralno grejanje,72100.0,,,Da
Novi Sad,Gradske lokacije,Telep,84.0,4 sobe,3/4 sprata,,Grejanje na gas,199860.0,,,Da
Novi Sad,Gradske lokacije,Novo Naselje,59.0,2 sobe,9/10 spratova,,,123600.0,Da,,Da
Novi Sad,Gradske lokacije,Liman,74.0,3.5 soba,Visoko prizemlje/6 spratova,,,144200.0,Da,,Da
Novi Sad,Gradske lokacije,Banatić,73.0,3 sobe,1/6 spratova,Renovirano,Centralno grejanje,175100.0,,,Da
Novi Sad,Gradske lokacije,Stari Grad,65.0,3 sobe,2/6 spratova,,,187450.0,Da,,Da
Novi Sad,Gradske lokacije,Bulevar Evrope,69.0,3.5 soba,2/6 spratova,,Centralno grejanje,150000.0,,,
Novi Sad,Gradske lokacije,Telep,41.0,2 sobe,3/4 sprata,,Grejanje na gas,114160.0,,,
Novi Sad,Gradske lokacije,Telep,58.0,2 sobe,2/4 sprata,,Grejanje na gas,141500.0,Da,,Da
Novi Sad,Gradske lokacije,Petrovaradin,48.0,2 sobe,2/2 sprata,,Grejanje na gas,93000.0,,,
Novi Sad,Gradske lokacije,Grbavica,31.0,1 soba,2/5 spratova,,Centralno grejanje,89500.0,,,
Novi Sad,Gradske lokacije,Liman,59.0,2 sobe,3/16 spratova,,,158620.0,Da,,Da
Novi Sad,Gradske lokacije,Detelinara,46.0,2 sobe,4/4 sprata,,Centralno grejanje,87550.0,,,Da
Novi Sad,Gradske lokacije,Petrovaradin,88.0,4 sobe,1/2 sprata,,Grejanje na gas,139000.0,,,Da
Novi Sad,Gradske lokacije,Telep,58.0,2.5 soba,2/4 sprata,,Grejanje na gas,140500.0,Da,,Da
Novi Sad,Gradske lokacije,Stari Grad,128.0,5.5 soba,2/4 sprata,,Centralno grejanje,349500.0,,,Da
Novi Sad,Gradske lokacije,Liman,44.0,1.5 soba,1/6 spratova,,Centralno grejanje,115450.0,Da,,Da
Novi Sad,Gradske lokacije,Bulevar Oslobođenja,74.0,3.5 soba,5/11 spratova,Renovirano,Centralno grejanje,206000.0,Ne,,Da
Novi Sad,Gradske lokacije,Sajmište,53.0,2 sobe,5/6 spratova,Renovirano,Centralno grejanje,123600.0,Da,,Da
Novi Sad,Gradske lokacije,Telep,42.0,2 sobe,2/4 sprata,,Grejanje na gas,102310.0,,,Da
Novi Sad,Gradske lokacije,Bulevar Evrope,80.0,4 sobe,5/7 spratova,,Centralno grejanje,257500.0,,,Da
Novi Sad,Gradske lokacije,Stari Grad,32.0,1 soba,Prizemlje/2 sprata,,Grejanje na struju,72500.0,,,Da
Novi Sad,Gradske lokacije,Klisa,94.0,5 soba,3/3 sprata,,Grejanje na gas,154500.0,,,
Novi Sad,Gradske lokacije,Detelinara,56.0,2.5 soba,1/4 sprata,Renovirano,Centralno grejanje,118240.0,,,Da
Novi Sad,Gradske lokacije,Podbara,37.0,1.5 soba,3/5 spratova,,Grejanje na gas,105000.0,Da,,Da
Novi Sad,Gradske lokacije,Grbavica,41.0,1.5 soba,5/5 spratova,,Centralno grejanje,109180.0,,,
Novi Sad,Gradske lokacije,Telep,58.0,3 sobe,1/4 sprata,,Grejanje na gas,139500.0,,,Da
Novi Sad,Gradske lokacije,Rotkvarija,54.0,2 sobe,1/2 sprata,,Centralno grejanje,139000.0,,,Da
Novi Sad,Gradske lokacije,Detelinara,40.0,1 soba,6/7 spratova,Renovirano,Centralno grejanje,86520.0,Da,,Da
Novi Sad,Gradske lokacije,Podbara,48.0,2 sobe,2/5 spratova,,Centralno grejanje,123600.0,Da,,Da
Novi Sad,Gradske lokacije,Avijatičarsko Naselje,50.0,2 sobe,5/6 spratova,,Centralno grejanje,113300.0,Da,,Da
Novi Sad,Gradske lokacije,Sajmište,38.0,1.5 soba,2/5 spratova,,Etažno grejanje,113500.0,Da,,Da
Novi Sad,Gradske lokacije,Telep,58.0,3 sobe,3/4 sprata,,Grejanje na gas,140000.0,Da,,Da
Novi Sad,Gradske lokacije,Detelinara,59.0,2.5 soba,3/4 sprata,,,127600.0,,,Da
Novi Sad,Gradske lokacije,Rotkvarija,86.0,4 sobe,3/3 sprata,,,213200.0,,,Da
Novi Sad,Gradske lokacije,Petrovaradin,47.0,2 sobe,Prizemlje/2 sprata,Renovirano,Etažno grejanje,79000.0,,,Da
Novi Sad,Gradske lokacije,Telep,44.0,2 sobe,Prizemlje/4 sprata,,Grejanje na gas,102000.0,Da,,Da
Novi Sad,Gradske lokacije,Bulevar Evrope,69.0,3.5 soba,2/6 spratova,,Centralno grejanje,148500.0,,,Da
Novi Sad,Gradske lokacije,Telep,62.0,3 sobe,2/3 sprata,,Grejanje na gas,144200.0,,,Da
Novi Sad,Gradske lokacije,Telep,38.0,2 sobe,2/4 sprata,,Grejanje na gas,94090.0,,,
Novi Sad,Gradske lokacije,Grbavica,29.0,1.5 soba,6/6 spratova,,Centralno grejanje,92700.0,,,
Novi Sad,Gradske lokacije,Bulevar Evrope,38.0,1.5 soba,1/2 sprata,,Grejanje na gas,97700.0,,,Da
Novi Sad,Gradske lokacije,Bulevar Evrope,40.0,1.5 soba,1/2 sprata,,Grejanje na gas,103300.0,,,Da
Novi Sad,Gradske lokacije,Liman,56.0,2 sobe,3/7 spratova,,Centralno grejanje,132500.0,Da,,Da
Novi Sad,Gradske lokacije,Podbara,35.0,2 sobe,1/4 sprata,,Centralno grejanje,102000.0,Da,,Da
Novi Sad,Gradske lokacije,Sremska Kamenica,39.0,2 sobe,1/1 sprat,,Centralno grejanje,95000.0,Da,,Da
Novi Sad,Gradske lokacije,Rotkvarija,18.0,Garsonjera,2/2 sprata,,Centralno grejanje,61800.0,,,
Novi Sad,Gradske lokacije,Liman,70.0,3 sobe,6/8 spratova,,Centralno grejanje,173400.0,Da,,Da
Novi Sad,Gradske lokacije,Podbara,25.0,Garsonjera,Nisko prizemlje/4 sprata,,Centralno grejanje,64890.0,,,
Novi Sad,Gradske lokacije,Bulevar Evrope,65.0,3 sobe,6/7 spratova,,Grejanje na gas,164000.0,,,Da
Novi Sad,Gradske lokacije,Podbara,28.0,Garsonjera,4/4 sprata,,Centralno grejanje,65780.0,,,
Novi Sad,Gradske lokacije,Telep,77.0,3.5 soba,2/2 sprata,,Grejanje na gas,200650.0,,,
Novi Sad,Gradske lokacije,Sajmište,53.0,2 sobe,5/6 spratova,,Centralno grejanje,123600.0,,,Da
Novi Sad,Gradske lokacije,Detelinara,61.0,3 sobe,2/6 spratova,,Centralno grejanje,149350.0,,,Da
Novi Sad,Gradske lokacije,Stari Grad,65.0,2 sobe,3/4 sprata,Renovirano,Centralno grejanje,185000.0,Da,,Da
Novi Sad,Gradske lokacije,Bulevar Oslobođenja,120.0,4 sobe,5/7 spratova,Renovirano,Centralno grejanje,422300.0,,,Da
Novi Sad,Gradske lokacije,Stari Grad,53.0,2 sobe,4/4 sprata,,,159650.0,,,
Novi Sad,Gradske lokacije,Adice,64.0,3 sobe,Prizemlje/2 sprata,,,123600.0,,,Da
Novi Sad,Gradske lokacije,Veternik,76.0,4 sobe,Prizemlje/2 sprata,,,125330.0,,,Da
Novi Sad,Gradske lokacije,Veternik,82.0,4 sobe,1/2 sprata,,,135220.0,,,Da
Novi Sad,Gradske lokacije,Rotkvarija,14.0,Garsonjera,5/5 spratova,,Centralno grejanje,49500.0,,,
Novi Sad,Gradske lokacije,Novo Naselje,41.0,1.5 soba,4/6 spratova,,Centralno grejanje,89800.0,Da,,Da
Novi Sad,Gradske lokacije,Banatić,55.0,2 sobe,11/11 spratova,,Centralno grejanje,108150.0,,,Da
Novi Sad,Gradske lokacije,Telep,116.0,5.5 soba,5/6 spratova,,,206000.0,Da,,Da
Novi Sad,Gradske lokacije,Grbavica,43.0,2 sobe,4/5 spratova,,Grejanje na gas,139050.0,,,
Novi Sad,Gradske lokacije,Sajmište,64.0,2 sobe,6/7 spratova,Renovirano,Centralno grejanje,131840.0,Da,,
Novi Sad,Gradske lokacije,Detelinara,63.0,3 sobe,2/3 sprata,,Grejanje na gas,140100.0,,,Da
Novi Sad,Gradske lokacije,Liman,55.0,2 sobe,6/6 spratova,Renovirano,Centralno grejanje,122570.0,Da,,Da
Novi Sad,Gradske lokacije,Detelinara,57.0,2.5 soba,1/5 spratova,,Centralno grejanje,139880.0,Da,,Da
Novi Sad,Gradske lokacije,Grbavica,51.0,2 sobe,4/4 sprata,,Centralno grejanje,118450.0,,,
Novi Sad,Gradske lokacije,Novo Naselje,48.0,2 sobe,5/6 spratova,,Centralno grejanje,98880.0,Da,,Da
Novi Sad,Gradske lokacije,Veternik,68.0,3 sobe,1/2 sprata,,,119000.0,,,Da
Novi Sad,Gradske lokacije,Veternik,65.0,3 sobe,1/2 sprata,,,114800.0,,,Da
Novi Sad,Gradske lokacije,Veternik,45.0,1.5 soba,Visoko prizemlje/2 sprata,,,64890.0,,,
Novi Sad,Gradske lokacije,Adice,72.0,3 sobe,2/2 sprata,,,107810.0,,,Da
Novi Sad,Gradske lokacije,Telep,58.0,2.5 soba,2/3 sprata,,Grejanje na gas,130850.0,Da,,Da
Novi Sad,Gradske lokacije,Futoška,64.0,3 sobe,5/5 spratova,,Centralno grejanje,153600.0,Da,,Da
Novi Sad,Gradske lokacije,Bulevar Oslobođenja,35.0,1.5 soba,1/7 spratova,Renovirano,Centralno grejanje,139000.0,Da,,Da
Novi Sad,Gradske lokacije,Bulevar Evrope,45.0,2 sobe,7/12 spratova,,Centralno grejanje,114000.0,Da,,Da
Novi Sad,Gradske lokacije,Sajmište,53.0,2 sobe,5/5 spratova,,Centralno grejanje,120000.0,Da,,Da
Novi Sad,Gradske lokacije,Sajmište,54.0,2 sobe,3/3 sprata,,Centralno grejanje,130000.0,,,Da
Novi Sad,Gradske lokacije,Bulevar Oslobođenja,63.0,2 sobe,10/18 spratova,,Centralno grejanje,117400.0,Da,,Da
Novi Sad,Gradske lokacije,Detelinara,51.0,2 sobe,2/5 spratova,,Centralno grejanje,133900.0,Da,,Da
Novi Sad,Gradske lokacije,Rotkvarija,40.0,1.5 soba,2/4 sprata,,Centralno grejanje,135950.0,Da,,Da
Novi Sad,Gradske lokacije,Grbavica,89.0,3 sobe,4/7 spratova,,Centralno grejanje,206000.0,Da,,Da
Novi Sad,Gradske lokacije,Klisa,79.0,4 sobe,1/1 sprat,,,118450.0,,,Da
Novi Sad,Gradske lokacije,Detelinara,54.0,2.5 soba,5/5 spratova,,Etažno grejanje,123600.0,Da,,Da
Novi Sad,Gradske lokacije,Telep,69.0,3 sobe,1/3 sprata,,Etažno grejanje,152800.0,Da,,Da
Novi Sad,Gradske lokacije,Grbavica,63.0,2 sobe,5/5 spratova,,Centralno grejanje,152500.0,Da,,Da
Novi Sad,Gradske lokacije,Detelinara,59.0,3 sobe,2/6 spratova,,Centralno grejanje,133900.0,Da,,Da
Novi Sad,Gradske lokacije,Bulevar Evrope,111.0,4 sobe,4. sprat,,Grejanje na gas,288400.0,Da,,Da
Novi Sad,Gradske lokacije,Avijatičarsko Naselje,62.0,3.5 soba,Prizemlje/2 sprata,,Centralno grejanje,83500.0,,,Da
Novi Sad,Gradske lokacije,Podbara,44.0,2 sobe,3/4 sprata,,Grejanje na gas,103000.0,,,Da
Novi Sad,Gradske lokacije,Stari Grad,112.0,4 sobe,1. sprat,,Centralno grejanje,288400.0,,,Da
Novi Sad,Gradske lokacije,Detelinara,23.0,Garsonjera,5/6 spratova,,Centralno grejanje,56650.0,Da,,
Novi Sad,Gradske lokacije,Stari Grad,60.0,2 sobe,2. sprat,,Centralno grejanje,150000.0,,,
Novi Sad,Gradske lokacije,Telep,39.0,1 soba,Prizemlje/3 sprata,,Grejanje na gas,88380.0,,,Da
Novi Sad,Gradske lokacije,Grbavica,51.0,2 sobe,Prizemlje,,Centralno grejanje,118450.0,,,Da
Novi Sad,Gradske lokacije,Avijatičarsko Naselje,148.0,5 soba,1/2 sprata,,,299000.0,,,
Novi Sad,Gradske lokacije,Adamovićevo Naselje,55.0,2.5 soba,5/5 spratova,,Centralno grejanje,123600.0,,,
Novi Sad,Gradske lokacije,Telep,57.0,3.5 soba,2/3 sprata,,Centralno grejanje,88580.0,,,Da
Novi Sad,Gradske lokacije,Petrovaradin,53.0,2.5 soba,Prizemlje/4 sprata,,Grejanje na gas,119480.0,Da,,
Novi Sad,Gradske lokacije,Stari Grad,29.0,Garsonjera,3/5 spratova,,Centralno grejanje,116400.0,Da,,
Novi Sad,Gradske lokacije,Sajmište,230.0,6 soba,7. sprat,,Centralno grejanje,711000.0,Da,,Da
Novi Sad,Gradske lokacije,Bulevar Evrope,31.0,1 soba,4. sprat,,Centralno grejanje,78600.0,,,Da
Novi Sad,Gradske lokacije,Bulevar Evrope,79.0,4 sobe,5. sprat,,Centralno grejanje,170600.0,,,Da
Novi Sad,Gradske lokacije,Adamovićevo Naselje,124.0,4.5 soba,5. sprat,,Centralno grejanje,249000.0,,,Da
Novi Sad,Gradske lokacije,Stari Grad,61.0,2 sobe,1. sprat,,Centralno grejanje,152500.0,,,Da
