grad,opstina,kvart,kvadratura,broj_soba,spratnost,stanje,grejanje,cena,lift,podrum,terasa
Beograd,Vračar,Kalenić,17,Garsonjera,Prizemlje/5 spratova,,Centralno grejanje,56000,,,
Beograd,Palilula opština,Karaburma,73,3 sobe,10/14 spratova,Renovirano,Centralno grejanje,169800,Da,,Da
Beograd,Čukarica opština,Čukarica,44,2 sobe,1/4 sprata,Renovirano,Centralno grejanje,118000,,,
Beograd,Vračar,Kalenić,110,4 sobe,4/7 spratova,,Centralno grejanje,580000,,,
Beograd,Novi Beograd,Blok 65 - WEST 65,51,2 sobe,2/6 spratova,,Centralno grejanje,259000,Da,,
Beograd,Novi Beograd,Blok 45,61,2 sobe,Prizemlje/15 spratova,,Centralno grejanje,133000,Da,,
Beograd,Palilula opština,Karaburma,46,2 sobe,1/5 spratova,,Grejanje na struju,110000,,,Da
Beograd,Novi Beograd,Blok 1 - Fontana,32,1 soba,5/8 spratova,,Centralno grejanje,119500,Da,,
Beograd,Novi Beograd,Blok 3,41,1.5 soba,3/5 spratova,Renovirano,Centralno grejanje,125000,,,
Beograd,Zvezdara opština,Mirijevo,35,1.5 soba,1/5 spratova,,,77000,Da,,
Beograd,Zemun opština,Batajnica,67,3 sobe,1. sprat,,Centralno grejanje,84000,,,Da
Beograd,Čukarica opština,Čukarica,44,2 sobe,1/40 spratova,,Grejanje na gas,150000,Da,,Da
Beograd,Voždovac opština,Voždovac,86,3 sobe,4/7 spratova,,Centralno grejanje,315000,Da,,Da
Beograd,Novi Beograd,Paviljoni,,,,,,107000,,,
Beograd,Zvezdara opština,Mirijevo,56,2.5 soba,4/4 sprata,,,101000,,,Da
Beograd,Rakovica opština,Rakovica,56,2 sobe,12/12 spratova,Renovirano,,125000,,,Da
Beograd,Voždovac opština,Šumice,30,1 soba,1/4 sprata,,,118000,,,Da
Beograd,Voždovac opština,Braće Jerković,70,2.5 soba,Visoko prizemlje/4 sprata,,Centralno grejanje,130000,,,Da
Beograd,Savski Venac,Dedinje,135,4 sobe,3/4 sprata,,Centralno grejanje,319000,,,
Beograd,Novi Beograd,Bežanijski Blokovi,64,2.5 soba,19/19 spratova,Renovirano,Centralno grejanje,140000,Ne,,
Beograd,Zvezdara opština,Mirijevo,32,1 soba,4/4 sprata,Renovirano,Centralno grejanje,85000,,,
Beograd,Čukarica opština,Čukarica,39,1.5 soba,5/5 spratova,,Centralno grejanje,96000,,,Da
Beograd,Palilula opština,Borča,79,3.5 soba,1/1 sprat,,Grejanje na struju,165000,,,Da
Beograd,Zvezdara opština,Kluz,58,2 sobe,4/4 sprata,,Centralno grejanje,178640,Da,,
Beograd,Voždovac opština,Lekino Brdo,49,2 sobe,1/4 sprata,,Centralno grejanje,162000,Da,,Da
Beograd,Vračar,Kalenić,74,3 sobe,1/3 sprata,Renovirano,Centralno grejanje,347800,,,Da
Beograd,Palilula opština,Profesorska Kolonija,140,6 soba,6/6 spratova,,,305000,Da,,Da
Beograd,Zvezdara opština,Zvezdara,32,1.5 soba,1/4 sprata,,Etažno grejanje,93600,Da,,Da
Beograd,Zemun opština,Zemun,123,4 sobe,3/3 sprata,,Etažno grejanje,275000,Da,,Da
Beograd,Zvezdara opština,Kluz,90,3 sobe,5/6 spratova,,Centralno grejanje,164900,Da,,Da
Beograd,Palilula opština,Višnjička Banja,76,3 sobe,3/5 spratova,,Centralno grejanje,174000,Da,,
Beograd,Rakovica opština,Skojevsko Naselje,106,4 sobe,2/3 sprata,Renovirano,,250000,,,
Beograd,Rakovica opština,Miljakovac,,,,,,99000,,,
Beograd,Vračar,Kalenić,95,4 sobe,3/5 spratova,,Centralno grejanje,406300,,,Da
Beograd,Stari Grad opština,Beograd centar,87,3 sobe,3/5 spratova,,Centralno grejanje,499000,Da,,
Beograd,Vračar,Slavija,149,4 sobe,5/5 spratova,,Centralno grejanje,687000,,,Da
Beograd,Vračar,Kalenić,157,4 sobe,4/5 spratova,,Centralno grejanje,725000,,,Da
Beograd,Zvezdara opština,Mirijevo,,,,,,55500,,,
Beograd,Savski Venac,Dedinje,,,,,,590000,,,
Beograd,Zemun opština,Zemun,,,,,,58000,,,
Beograd,Stari Grad opština,Dorćol,31,1 soba,1/6 spratova,Renovirano,Etažno grejanje,119000,Da,,
Beograd,Voždovac opština,Medaković,77,2.5 soba,8/10 spratova,,Centralno grejanje,179000,Da,,Da
Beograd,Zvezdara opština,Učiteljsko Naselje,36,1.5 soba,3/4 sprata,,Centralno grejanje,125000,Da,,Da
Beograd,Palilula opština,Karaburma,51,2.5 soba,11/11 spratova,,Centralno grejanje,102000,Da,,Da
Beograd,Vračar,Crveni Krst Vračar,86,3 sobe,3/6 spratova,,Centralno grejanje,212500,Da,,Da
Beograd,Zvezdara opština,Vukov Spomenik,135,4 sobe,6/7 spratova,,Centralno grejanje,470000,,,Da
Beograd,Vračar,Kalenić,40,1.5 soba,3/11 spratova,,Centralno grejanje,168000,Da,,Da
Beograd,Novi Beograd,Blok 21,140,4 sobe,1/4 sprata,,Centralno grejanje,475000,,,Da
Beograd,Rakovica opština,Miljakovac,42,1.5 soba,2/2 sprata,,Grejanje na struju,69000,,,Da
Beograd,Rakovica opština,Skojevsko Naselje,42,1 soba,Prizemlje/6 spratova,,Centralno grejanje,85000,Da,,
Beograd,Rakovica opština,Miljakovac,35,1 soba,3/5 spratova,,Centralno grejanje,85000,,,Da
Beograd,Rakovica opština,Labudovo Brdo,32,1.5 soba,2/4 sprata,,Grejanje na struju,65000,,,
Beograd,Rakovica opština,Vidikovac,29,1.5 soba,4/4 sprata,,Etažno grejanje,58400,,,
Beograd,Stari Grad opština,Skupština,45,2 sobe,5/7 spratova,,Centralno grejanje,187000,Da,,Da
Beograd,Vračar,Neimar,,,,,Centralno grejanje,999000,,,Da
Beograd,Zvezdara opština,Lion,58,2.5 soba,3/4 sprata,,Etažno grejanje,178670,,,Da
Beograd,Zvezdara opština,Slavujev Venac,43,2 sobe,Visoko prizemlje/4 sprata,,Etažno grejanje,149865,Da,,Da
Beograd,Vračar,Crveni Krst Vračar,82,3 sobe,Visoko prizemlje/3 sprata,Renovirano,Etažno grejanje,297000,,,Da
Beograd,Novi Beograd,Blok 45,67,2.5 soba,3/9 spratova,,Centralno grejanje,160000,Da,,
Beograd,Vračar,Neimar,277,6.5 soba,4/5 spratova,,Centralno grejanje,1100000,,,
Beograd,Čukarica opština,Čukarica,55,2 sobe,Visoko prizemlje/2 sprata,,Etažno grejanje,125000,,,Da
Beograd,Vračar,Kalenić,36,1 soba,3/3 sprata,,Grejanje na struju,118000,,,Da
Beograd,,,,,,,,,,,
Beograd,Čukarica opština,Čukarica,57,2.5 soba,3/4 sprata,,Centralno grejanje,108000,,,
Beograd,Novi Beograd,Hotel YU,73,3 sobe,9/9 spratova,,Centralno grejanje,215000,Da,,Da
Beograd,Stari Grad opština,Dorćol,79,3 sobe,4/5 spratova,,Centralno grejanje,319000,,,Da
Beograd,Zvezdara opština,Mirijevo,54,2 sobe,Visoko prizemlje/4 sprata,,Centralno grejanje,102000,Da,,
Beograd,Zemun opština,Zemun,54,2 sobe,1/2 sprata,,,106000,,,
Beograd,Vračar,Kalenić,107,5 soba,3/5 spratova,Renovirano,Centralno grejanje,375000,,,
Beograd,Novi Beograd,Blok 28,57,2 sobe,2/10 spratova,,Centralno grejanje,145000,Da,,Da
Beograd,Novi Beograd,Bežanijski Blokovi,48,1.5 soba,7/18 spratova,Renovirano,Centralno grejanje,147000,,,
Beograd,Voždovac opština,Šumice,32,1.5 soba,Visoko prizemlje/3 sprata,,Etažno grejanje,86400,,,
Beograd,Novi Beograd,Blok 19a,123,4 sobe,5/7 spratova,,Centralno grejanje,365000,,,Da
Beograd,Palilula opština,Cvijićeva,72,2.5 soba,5/7 spratova,,Centralno grejanje,260000,,,Da
Beograd,Zemun opština,Zemun,75,3 sobe,Visoko prizemlje/7 spratova,Renovirano,Centralno grejanje,225000,,,
Beograd,Zvezdara opština,Crveni Krst Zvezdara,111,3 sobe,Visoko prizemlje/5 spratova,,Centralno grejanje,275000,,,Da
Beograd,Zvezdara opština,Olimp,125,4 sobe,4/4 sprata,,Podno grejanje,270000,,,Da
Beograd,Voždovac opština,Braće Jerković,36,1.5 soba,1/3 sprata,,Etažno grejanje,94900,,,Da
Beograd,Rakovica opština,Kanarevo Brdo,73,3.5 soba,Prizemlje/7 spratova,,Centralno grejanje,150000,,,Da
Beograd,Zemun opština,Zemun,33,1.5 soba,2/3 sprata,,Centralno grejanje,60000,,,Da
Beograd,Zemun opština,Zemun,39,1.5 soba,2/3 sprata,,Centralno grejanje,72000,,,Da
Beograd,Savski Venac,Beograd na vodi,80,3 sobe,4/16 spratova,,Centralno grejanje,368000,Da,,
Beograd,Čukarica opština,Čukarica,112,4 sobe,3/5 spratova,,Grejanje na gas,315168,,,Da
Beograd,Zemun opština,Zemun,40,1 soba,2/3 sprata,,Centralno grejanje,72000,,,Da
Beograd,Zemun opština,Zemun,43,1.5 soba,2/3 sprata,,Etažno grejanje,74500,,,
Beograd,Palilula opština,Borča,29,Garsonjera,3/5 spratova,,Grejanje na struju,47850,Da,,Da
Beograd,Zvezdara opština,Konjarnik,92,4 sobe,Visoko prizemlje/5 spratova,,Centralno grejanje,230000,Da,,
Beograd,Zvezdara opština,Mirijevo,72,2.5 soba,4/5 spratova,,Centralno grejanje,147000,Da,,Da
Beograd,Rakovica opština,Miljakovac,85,4 sobe,2/2 sprata,,Etažno grejanje,173500,,,Da
Beograd,Čukarica opština,Čukarica,64,2.5 soba,1/9 spratova,Renovirano,Centralno grejanje,153600,Da,,
Beograd,Vračar,Crveni Krst Vračar,79,3 sobe,7/8 spratova,,,300200,,,Da
Beograd,Zemun opština,Zemun,,,,Renovirano,Etažno grejanje,290000,,,Da
Beograd,Vračar,Cvetni Trg,94,3.5 soba,3/5 spratova,,Centralno grejanje,323000,Da,,
Beograd,Vračar,Krunski Venac,103,3 sobe,2/5 spratova,,Centralno grejanje,410000,,,Da
Beograd,Zemun opština,Zemun,70,3 sobe,Visoko prizemlje/4 sprata,,,164900,,,
Beograd,Palilula opština,Karaburma,93,3 sobe,1/4 sprata,,Etažno grejanje,200000,,,Da
Beograd,Čukarica opština,Čukarica,38,1.5 soba,Suteren/5 spratova,,Centralno grejanje,75000,,,
Beograd,Savski Venac,Palata Pravde,28,1 soba,8/8 spratova,,Centralno grejanje,96000,,,
Beograd,Čukarica opština,Čukarica,65,2.5 soba,2/2 sprata,,Grejanje na gas,82900,,,Da
Beograd,Zvezdara opština,Mirijevo,41,1.5 soba,1/4 sprata,,Centralno grejanje,99000,Da,,
Beograd,Zvezdara opština,Mirijevo,83,3.5 soba,1/4 sprata,,Centralno grejanje,164000,,,Da
Beograd,Vračar,Neimar,109,4 sobe,3/7 spratova,,Centralno grejanje,380000,Da,,
Beograd,Stari Grad opština,Beograd centar,79,2.5 soba,3/4 sprata,,Centralno grejanje,285000,,,
Beograd,Vračar,Kalenić,103,4 sobe,3/5 spratova,,,395000,,,Da
Beograd,Čukarica opština,Čukarica,147,3 sobe,4/5 spratova,,Grejanje na gas,441300,,,Da
Beograd,Zvezdara opština,Konjarnik,56,2 sobe,Prizemlje/5 spratova,,Centralno grejanje,105000,Da,,
Beograd,Voždovac opština,Braće Jerković,49,2 sobe,2/3 sprata,,Etažno grejanje,125000,,,Da
Beograd,Novi Beograd,Bežanijski Blokovi,49,1.5 soba,1/4 sprata,,Centralno grejanje,150000,,,Da
Beograd,Palilula opština,Bogoslovija,77,3 sobe,1/4 sprata,,Etažno grejanje,200000,,,Da
Beograd,Vračar,Cvetni Trg,94,3.5 soba,3/6 spratova,,Etažno grejanje,329000,Da,,
Beograd,Voždovac opština,Medaković,79,3 sobe,4/7 spratova,,Centralno grejanje,190000,,,
Beograd,Savski Venac,Beograđanka,76,2.5 soba,1/4 sprata,,Etažno grejanje,228000,,,Da
Beograd,Vračar,Čubura,107,4 sobe,Visoko prizemlje/3 sprata,,Centralno grejanje,269800,,,Da
Beograd,Zvezdara opština,Mirijevo,65,2.5 soba,3/5 spratova,,Centralno grejanje,117000,,,Da
Beograd,Vračar,Krunski Venac,89,5 soba,2/6 spratova,,Centralno grejanje,285000,Da,,
Beograd,Novi Beograd,Bežanijska kosa,97,3.5 soba,4/6 spratova,,Centralno grejanje,259000,Da,,Da
Beograd,Zvezdara opština,Lion,138,4.5 soba,5/5 spratova,,Centralno grejanje,387000,Da,,Da
Beograd,Zvezdara opština,Mirijevo,76,3.5 soba,Visoko prizemlje/4 sprata,,Centralno grejanje,139000,Da,,Da
Beograd,Vračar,Pravni fakultet - Vračar,66,3.5 soba,Visoko prizemlje/4 sprata,,Etažno grejanje,235000,,,
Beograd,Stari Grad opština,Skupština,90,3.5 soba,Visoko prizemlje/4 sprata,,Centralno grejanje,290000,,,
Beograd,Voždovac opština,Lekino Brdo,41,2 sobe,2/3 sprata,Renovirano,Centralno grejanje,137000,,,Da
Beograd,Vračar,Crveni Krst Vračar,97,4 sobe,3/6 spratova,,Etažno grejanje,350000,Da,,Da
Beograd,Novi Beograd,Bežanijski Blokovi,74,3 sobe,5/17 spratova,,Centralno grejanje,184000,Da,,
Beograd,Rakovica opština,Miljakovac,55,1.5 soba,1/5 spratova,,Centralno grejanje,105500,Da,,Da
Beograd,Zvezdara opština,Mirijevo,72,2.5 soba,4/5 spratova,,Centralno grejanje,147000,,,
Beograd,Novi Beograd,Blok 3,56,2 sobe,7/9 spratova,,Centralno grejanje,165000,Da,,
Beograd,Palilula opština,Palilula,72,3 sobe,1/7 spratova,,Centralno grejanje,258660,Da,,Da
Beograd,Voždovac opština,Medaković,94,4 sobe,6/8 spratova,,Centralno grejanje,240000,Da,,Da
Beograd,Savski Venac,Sarajevska,75,3 sobe,7/8 spratova,,Centralno grejanje,260000,Da,,
Beograd,Novi Beograd,Blok 11,51,2 sobe,5/6 spratova,Renovirano,Centralno grejanje,150000,,,Da
Beograd,Palilula opština,Botanička Bašta,,,,,Centralno grejanje,218000,,,
Beograd,Vračar,Kalenić,102,4 sobe,3/5 spratova,,Centralno grejanje,440000,,,
Beograd,Palilula opština,Borča,80,2.5 soba,6/6 spratova,,,65000,Da,,Da
Beograd,Palilula opština,Krnjača,51,2.5 soba,3/3 sprata,,Etažno grejanje,74990,,,Da
Beograd,Grocka opština,Kaluđerica,37,1.5 soba,Visoko prizemlje/3 sprata,Renovirano,,60000,,,Da
Beograd,Rakovica opština,Vidikovac,35,1.5 soba,3/3 sprata,,Etažno grejanje,60000,,,Da
Beograd,Zvezdara opština,Mirijevo,81,3.5 soba,Prizemlje/4 sprata,Renovirano,Centralno grejanje,166000,Da,,Da
Beograd,Zvezdara opština,Mirijevo,54,2.5 soba,Prizemlje/5 spratova,,Centralno grejanje,118000,Da,,
Beograd,Vračar,Istočni Vračar,125,5 soba,3/3 sprata,,Centralno grejanje,415000,,,Da
Beograd,Zvezdara opština,Mirijevo,66,3 sobe,1/4 sprata,,Etažno grejanje,125000,,,Da
Beograd,Rakovica opština,Skojevsko Naselje,106,4 sobe,2/3 sprata,,Centralno grejanje,250000,,,Da
Beograd,Vračar,Kalenić,67,3 sobe,6/8 spratova,,Centralno grejanje,259000,,,Da
Beograd,Voždovac opština,Medaković,39,1 soba,1/8 spratova,,Centralno grejanje,92000,,,Da
Beograd,Savski Venac,Beograđanka,76,3 sobe,1/6 spratova,,Centralno grejanje,279000,,,Da
Beograd,Stari Grad opština,Skupština,106,4 sobe,2/4 sprata,,Grejanje na struju,370000,,,
Beograd,Vračar,Kalenić,83,3 sobe,5/5 spratova,,Centralno grejanje,255000,Da,,Da
Beograd,Rakovica opština,Rakovica,34,1 soba,2/2 sprata,Renovirano,Centralno grejanje,67000,,,
Beograd,Vračar,Kalenić,103,4 sobe,3/5 spratova,,,395000,,,Da
Beograd,Savski Venac,Zeleni Venac,93,6 soba,1/5 spratova,,Grejanje na struju,283000,,,Da
Beograd,Novi Beograd,Hotel YU,73,3 sobe,7/8 spratova,,Centralno grejanje,210000,Da,,Da
Beograd,Voždovac opština,Braće Jerković,55,2 sobe,Visoko prizemlje/11 spratova,,Centralno grejanje,132000,Da,,
Beograd,Voždovac opština,Voždovac,75,3 sobe,2/4 sprata,Renovirano,Centralno grejanje,175000,,,Da
Beograd,Voždovac opština,Banjica,69,2.5 soba,Visoko prizemlje/10 spratova,,Centralno grejanje,150000,Da,,
Beograd,Zvezdara opština,Kluz,66,3.5 soba,Potkrovlje/3 sprata,,Etažno grejanje,145000,,,Da
Beograd,Zvezdara opština,Mirijevo,47,2.5 soba,4/4 sprata,,Etažno grejanje,118000,Da,,Da
Beograd,Zvezdara opština,Rudo,73,2 sobe,3/28 spratova,Renovirano,Centralno grejanje,155000,,,Da
Beograd,Stari Grad opština,Dorćol,55,2.5 soba,Visoko prizemlje/4 sprata,,Centralno grejanje,210000,,,
Beograd,Zemun opština,Zemun,38,1.5 soba,5/5 spratova,,Grejanje na struju,48000,,,
Beograd,Zvezdara opština,Mirijevo,33,1 soba,3/5 spratova,,,79000,Da,,Da
Beograd,Zvezdara opština,Mirijevo,40,1.5 soba,1/5 spratova,,,90000,Da,,Da
Beograd,Vračar,Kalenić,170,5 soba,1/5 spratova,,Centralno grejanje,550000,,,
Beograd,Obrenovac opština,Rvati,,,,,Centralno grejanje,112000,,,Da
Beograd,Novi Beograd,Blok 70a,62,2 sobe,6/8 spratova,Renovirano,,185000,Da,,
Beograd,Zvezdara opština,Učiteljsko Naselje,77,3 sobe,2/5 spratova,,Etažno grejanje,204000,,,Da
Beograd,Novi Beograd,A Blok - Blok 67a,48,2 sobe,9/40 spratova,,Centralno grejanje,230000,,,Da
Beograd,Voždovac opština,Lekino Brdo,104,3 sobe,1/4 sprata,,Etažno grejanje,270000,,,Da
Beograd,Savski Venac,Dedinje,220,5 soba,Prizemlje/1 sprat,,Etažno grejanje,880000,,,
Beograd,Zvezdara opština,Mirijevo,81,3 sobe,4/4 sprata,,Etažno grejanje,137000,,,Da
Beograd,Novi Beograd,Tošin Bunar,84,4 sobe,4/22 sprata,,Centralno grejanje,280407,,,
Beograd,Čukarica opština,Čukarica,43,1.5 soba,4/4 sprata,,Centralno grejanje,120000,,,Da
Beograd,Savski Venac,Beograđanka,76,3 sobe,1/6 spratova,Renovirano,Centralno grejanje,279000,Da,,
Beograd,Zvezdara opština,Novo Groblje,123,4 sobe,5/7 spratova,,Centralno grejanje,362850,Da,,Da
Beograd,Zvezdara opština,Crveni Krst Zvezdara,108,3 sobe,2/2 sprata,,Etažno grejanje,180000,,,
Beograd,Čukarica opština,Čukarica,60,2.5 soba,2/3 sprata,,,171000,,,
Beograd,Palilula opština,Botanička Bašta,40,2 sobe,Suteren,,,90000,,,
Beograd,Voždovac opština,Voždovačka crkva,281,5 soba,2/2 sprata,,Etažno grejanje,390000,,,Da
Beograd,Vračar,Južni Bulevar,83,3 sobe,5/5 spratova,,Etažno grejanje,345000,,,Da
Beograd,Novi Beograd,Blok 65 - WEST 65,70,2 sobe,1/7 spratova,,Centralno grejanje,295000,,,
Beograd,Zvezdara opština,Bulbulder,61,3.5 soba,Prizemlje/2 sprata,,Grejanje na struju,165000,,,
Beograd,Zvezdara opština,Konjarnik,47,2 sobe,8/11 spratova,,Centralno grejanje,103500,Da,,
Beograd,Voždovac opština,Voždovac,56,2 sobe,Visoko prizemlje/5 spratova,,Centralno grejanje,131500,,,
Beograd,Zemun opština,Zemun,120,5 soba,7/7 spratova,,Centralno grejanje,299990,,,
Beograd,Novi Beograd,Blok 1 - Fontana,57,2 sobe,8/9 spratova,Renovirano,Centralno grejanje,165000,,,Da
Beograd,Zvezdara opština,Konjarnik,61,2 sobe,4/4 sprata,,Grejanje na struju,99000,,,
Beograd,Vračar,Istočni Vračar,48,2 sobe,5/5 spratova,,Etažno grejanje,179000,,,Da
Beograd,Vračar,Kalenić,40,1.5 soba,3/10 spratova,,Centralno grejanje,168800,Da,,Da
Beograd,Vračar,Cvetni Trg,58,2 sobe,1/6 spratova,,Centralno grejanje,280000,,,
Beograd,Voždovac opština,Voždovac,47,1.5 soba,4/5 spratova,Renovirano,Grejanje na struju,129000,,,
Beograd,Palilula opština,Karaburma,50,2 sobe,Nisko prizemlje/1 sprat,,Grejanje na struju,70000,,,Da
Beograd,Palilula opština,Botanička Bašta,61,2 sobe,Nisko prizemlje/2 sprata,,Grejanje na struju,160000,,,
Beograd,Rakovica opština,Rakovica,34,1 soba,2/2 sprata,Renovirano,Centralno grejanje,67000,,,
Beograd,Palilula opština,Palilula,100,3.5 soba,7/7 spratova,,Centralno grejanje,260500,Da,,Da
Beograd,Rakovica opština,Miljakovac,20,Garsonjera,Prizemlje/5 spratova,,Centralno grejanje,41000,Da,,
Beograd,Zvezdara opština,Lion,94,3.5 soba,5/8 spratova,,Centralno grejanje,263000,Da,,Da
Beograd,Voždovac opština,Lekino Brdo,64,2.5 soba,Visoko prizemlje/3 sprata,,Grejanje na struju,164000,,,
Beograd,Novi Beograd,Tošin Bunar,84,4 sobe,4/22 sprata,,Centralno grejanje,280407,,,
Beograd,Rakovica opština,Rakovica,34,1 soba,2/2 sprata,Renovirano,Centralno grejanje,67000,,,
Beograd,Novi Beograd,Blok 30,76,3 sobe,3/17 spratova,,Centralno grejanje,225000,,,
Beograd,Zemun opština,Zemun,66,3 sobe,1/2 sprata,,Etažno grejanje,119990,,,
Beograd,Vračar,Neimar,58,2 sobe,3/4 sprata,,,195000,,,
Beograd,Zvezdara opština,Mirijevo,59,2 sobe,9/9 spratova,,Centralno grejanje,110000,Da,,Da
Beograd,Zvezdara opština,Mirijevo,33,1 soba,3/5 spratova,,,79000,,,
Beograd,Novi Beograd,Blok 28,57,2 sobe,2/10 spratova,,Centralno grejanje,145000,,,Da
Beograd,Vračar,Kalenić,36,1 soba,3/3 sprata,,Grejanje na struju,118000,,,Da
Beograd,Savski Venac,Dedinje,61,2 sobe,8/10 spratova,,Centralno grejanje,215000,Da,,
Beograd,Vračar,Neimar,146,5 soba,5/5 spratova,,Etažno grejanje,555000,,,Da
Beograd,Zvezdara opština,Mirijevo,32,1 soba,4/4 sprata,Renovirano,Centralno grejanje,85000,,,
Beograd,Zemun opština,Zemun,58,2 sobe,5/6 spratova,,Centralno grejanje,140000,Da,,Da
Beograd,Vračar,Istočni Vračar,61,4 sobe,2/5 spratova,,Grejanje na struju,225000,,,Da
Beograd,Zvezdara opština,Mirijevo,30,1 soba,5/5 spratova,,Centralno grejanje,65000,,,
Beograd,Zemun opština,Zemun,263,6.5 soba,1/1 sprat,,Centralno grejanje,385000,,,Da
Beograd,Voždovac opština,Medaković,95,3 sobe,1/2 sprata,,Etažno grejanje,179000,,,Da
Beograd,Voždovac opština,Šumice,43,2 sobe,3/4 sprata,,Centralno grejanje,153000,,,Da
Beograd,Savski Venac,Klinički Centar,100,3 sobe,1/5 spratova,,Etažno grejanje,325000,Da,,Da
Beograd,Zemun opština,Zemun,45,2 sobe,1/4 sprata,,Etažno grejanje,71400,,,Da
Beograd,Palilula opština,Kotež,42,2 sobe,2/2 sprata,Renovirano,,84000,,,Da
Beograd,Zemun opština,Zemun,66,2 sobe,1/2 sprata,,Etažno grejanje,119999,,,
Beograd,Zvezdara opština,Mirijevo,85,4 sobe,1/3 sprata,Renovirano,Centralno grejanje,185000,,,Da
Beograd,Voždovac opština,Stepa Stepanović,51,2 sobe,3/6 spratova,,Centralno grejanje,170000,Da,,Da
Beograd,Zvezdara opština,Konjarnik,30,Garsonjera,3/6 spratova,,Centralno grejanje,106000,,,
Beograd,Čukarica opština,Čukarica,47,2 sobe,2/6 spratova,,Grejanje na struju,129000,Da,,Da
Beograd,Mladenovac opština,Mladenovac centar,67,3 sobe,2/4 sprata,,Grejanje na gas,129000,,,Da
Beograd,Zvezdara opština,Lion,90,3 sobe,3/8 spratova,,Centralno grejanje,389000,,,
Beograd,Novi Beograd,Ledine,42,2 sobe,2/4 sprata,Renovirano,Grejanje na struju,117500,,,Da
Beograd,Rakovica opština,Miljakovac,47,1.5 soba,Prizemlje/9 spratova,,Centralno grejanje,89900,,,
Beograd,Savski Venac,Klinički Centar,100,3 sobe,1/5 spratova,,Etažno grejanje,325000,Da,,Da
Beograd,Voždovac opština,Šumice,63,2.5 soba,6/18 spratova,,Centralno grejanje,155000,Da,,Da
Beograd,Voždovac opština,Voždovac,75,2.5 soba,2/4 sprata,,Centralno grejanje,175000,,,
Beograd,Voždovac opština,Voždovačka crkva,110,4 sobe,10/22 sprata,,Centralno grejanje,245000,Da,,Da
Beograd,Novi Beograd,Blok 3,56,2 sobe,7/9 spratova,,Centralno grejanje,165000,Da,,
Beograd,Voždovac opština,Banjica,86,3.5 soba,8/12 spratova,,Centralno grejanje,179000,Da,,
Beograd,Novi Beograd,Bežanijski Blokovi,30,1.5 soba,12. sprat,,Centralno grejanje,89900,Da,,
Beograd,Palilula opština,Karaburma,46,2 sobe,6/11 spratova,,Centralno grejanje,107000,Da,,Da
Beograd,Novi Beograd,Bežanijski Blokovi,41,1.5 soba,16/19 spratova,,Centralno grejanje,115000,Da,,Da
Beograd,Čukarica opština,Čukarica,112,4 sobe,1/5 spratova,,Grejanje na gas,315168,,,Da
Beograd,Vračar,Slavija,122,4 sobe,1/6 spratova,Renovirano,Etažno grejanje,470000,Da,,
Beograd,Stari Grad opština,Beograd centar,92,4 sobe,Visoko prizemlje/2 sprata,,Centralno grejanje,358000,,,
Beograd,Stari Grad opština,Dorćol,79,3 sobe,4/5 spratova,,Centralno grejanje,319000,Da,,Da
Beograd,Stari Grad opština,Dorćol,105,4 sobe,4/4 sprata,,Grejanje na struju,245000,,,
Beograd,Novi Beograd,Bežanijski Blokovi,84,3.5 soba,9/9 spratova,,Centralno grejanje,199000,Ne,,
Beograd,Novi Beograd,Blok 72,45,2 sobe,1/7 spratova,,Centralno grejanje,123000,Da,,Da
Beograd,Palilula opština,Karaburma,55,2.5 soba,4/5 spratova,,Grejanje na struju,111000,,,Da
Beograd,Stari Grad opština,Beograd centar,77,3.5 soba,1/3 sprata,Renovirano,Grejanje na struju,215000,,,Da
Beograd,Vračar,Neimar,65,2 sobe,3/4 sprata,Renovirano,Grejanje na struju,195000,,,Da
Beograd,Palilula opština,Kotež,59,2 sobe,Prizemlje/1 sprat,,Grejanje na struju,77000,,,Da
Beograd,Stari Grad opština,Beograd centar,27,1 soba,4/5 spratova,Renovirano,Centralno grejanje,110000,,,
Beograd,Zvezdara opština,Bulbulder,100,3 sobe,2/3 sprata,Renovirano,Etažno grejanje,250000,,,Da
Beograd,Voždovac opština,Braće Jerković,54,2 sobe,4/11 spratova,Renovirano,Centralno grejanje,137000,Ne,,Da
Beograd,Novi Beograd,Blok 19 Sava Centar,198,4 sobe,3/4 sprata,,Grejanje na struju,459000,,,
Beograd,Rakovica opština,Skojevsko Naselje,54,1.5 soba,Prizemlje/9 spratova,,Centralno grejanje,113000,Da,,
Beograd,Novi Beograd,Bežanijski Blokovi,87,4 sobe,13/18 spratova,,Centralno grejanje,194500,Ne,,
Beograd,Novi Beograd,Hotel YU,73,3 sobe,7/9 spratova,,Centralno grejanje,210000,Da,,Da
Beograd,Zemun opština,Batajnica,60,2.5 soba,1/2 sprata,,Etažno grejanje,86000,,,
Beograd,Zemun opština,Zemun,63,2 sobe,5/5 spratova,,Centralno grejanje,174000,Da,,
Beograd,Novi Beograd,Hotel YU,57,2 sobe,4/4 sprata,,Centralno grejanje,138000,,,Da
Beograd,Vračar,Kalenić,59,2 sobe,Prizemlje/5 spratova,,Centralno grejanje,222000,,,Da
Beograd,Palilula opština,Botanička Bašta,93,4 sobe,3/4 sprata,,Grejanje na struju,245000,,,
Beograd,Zvezdara opština,Đeram,162,5 soba,6/6 spratova,,,469800,,,Da
